"source","id","doi","title","authors","journal","published_date","url","abstract"
"pubmed","42697673","10.1016/j.pestbp.2026.107304","Field-derived insights into rice bakanae management: A novel transcription factor RARF1 regulates resistance to respiration-inhibiting fungicides in Fusarium fujikuroi.","Choi, Sungyu; Kim, Geonwoo; Son, Doeun; Choi, Jae-Ha; Park, Soyoon; Choi, Hyo-Won; Sang, Hyunkyu","Pesticide biochemistry and physiology","2026-09-04","https://pubmed.ncbi.nlm.nih.gov/42697673/","A comprehensive survey of field-isolated Fusarium fujikuroi populations was conducted to evaluate their sensitivity to the quinone outside inhibitor (QoI) orysastrobin. The assessment revealed widespread insensitivity to this fungicide, whereas canonical resistance-conferring mutations in the target cytochrome b (cytb) gene were absent in the representative isolates examined. To clarify the non-target site resistance (NTSR) mechanisms driving this phenomenon, we identified a novel Zn(2)Cys(6) transcription factor, FFUJ_00276 (designated as RARF1, Respiration Associated Regulatory Factor 1), which was transcriptionally induced upon orysastrobin exposure. Functional characterization via CRISPR-Cpf1-mediated gene deletion demonstrated that Deltararf1 mutants exhibited increased susceptibility to both QoI and succinate dehydrogenase inhibitor (SDHI) fungicides. In planta assays indicated that while RARF1 is dispensable for fungal pathogenicity, it is required to sustain orysastrobin resistance during host infection. Comparative transcriptomic analysis revealed that the loss of RARF1 resulted in the coordinated downregulation of genes governing ribosome biogenesis and mitochondrial oxidative phosphorylation. Simultaneously, orysastrobin treatment triggered the upregulation of multiple ATP-binding cassette (ABC) and major facilitator superfamily (MFS) transporters. These results establish RARF1 as a key regulatory component governing fundamental cellular bioenergetics under fungicidal stress. Importantly, this study provides a pioneering framework for exploring QoI NTSR mechanisms and highlights RARF1 as a promising molecular target for managing resistance in F. fujikuroi."
"pubmed","42697672","10.1016/j.pestbp.2026.107303","Development of an RPA-CRISPR/Cas12a-based rapid visual detection method for two insecticide resistance-associated mutations in Aphis gossypii: A302S in the ace1 gene and M918L in the para gene.","Kang, Rujing; Qian, Yucheng; Zuo, Yuanchi; Li, Ren; Zhang, Lei","Pesticide biochemistry and physiology","2026-09-04","https://pubmed.ncbi.nlm.nih.gov/42697672/","The resistance of Aphis gossypii to pyrethroids and organophosphate/carbamate insecticides has become increasingly severe. The para M918L and ace1 A302S target-site mutations are the key mechanisms conferring resistance to these two types of insecticides, respectively. However, rapid and field-deployable methods for detecting these mutations are still lacking. In this study, the genotype and allele frequencies of eight field populations collected in 2023 were investigated, and a rapid visual detection method based on RPA-CRISPR/Cas12a was developed. By optimizing the concentration of the reaction components, specific recognition of both mutations was achieved. The optimized assay could be completed within 1 h under a single-temperature condition of 37  degrees C, with fluorescence signals directly visualized using a portable 440-460 nm blue-light illuminator without PCR thermocyclers, fluorescence readers or sequencing platforms. Validation using the tested field samples showed complete concordance with Sanger sequencing. In addition, Sanger sequencing further showed that no homozygous susceptible genotype was detected at the para M918 locus across all populations, whereas the 302S allele frequency at the ace1 A302S locus exhibited significant geographic variation, ranging from 0% to 100%. The RPA-CRISPR-based visual detection method developed in this study is rapid, accurate, and does not require expensive instrumentation. Together with previously developed neonicotinoid resistance detection techniques, it forms a comprehensive monitoring system for multiple resistance in A. gossypii, providing a practical tool for rapid field diagnosis and more informed insecticide selection."
"pubmed","42697664","10.1016/j.pestbp.2026.107295","Functional characterization of PxUGT33W1 with abamectin response and reproduction in Plutella xylostella.","Li, Bingxue; Xie, Chao; Yan, Minghui; Chen, Bingwei; Zeng, Xiangdong; Zhang, Xiyue; Yu, Guangyu; Luo, Mengxue; Zhang, Shaoling; You, Minsheng; You, Shijun; Xiong, Lei","Pesticide biochemistry and physiology","2026-09-04","https://pubmed.ncbi.nlm.nih.gov/42697664/","UDP-glycosyltransferases (UGTs) are key Phase II detoxification enzymes involved in insect xenobiotic metabolism; however, the functional contribution of individual UGT genes to abamectin response in Plutella xylostella remains poorly understood. In this study, we characterized a candidate gene, PxUGT33W1, using a combination of molecular, cellular, and genetic approaches. PxUGT33W1 exhibited broad expression across developmental stages and tissues, with elevated transcript levels in the midgut, epidermis, and reproductive organs. Its expression was significantly induced following abamectin exposure in a time-dependent manner, suggesting a stress-responsive pattern. Heterologous expression of PxUGT33W1 in Sf9 cells was associated with increased cellular survival under abamectin treatment, although whether this effect reflects direct enzymatic activity remains to be determined. CRISPR/Cas9-mediated knockout of PxUGT33W1 was associated with a 3.1-fold increase in larval susceptibility to abamectin, accompanied by a significant reduction in overall UGT activity toward alpha-naphthol. Furthermore, the knockout strain exhibited reduced fecundity, along with altered expression of vitellogenin (Vg), vitellogenin receptor (VgR), and juvenile hormone signaling-related genes. Collectively, these findings suggest that PxUGT33W1 may contribute to variation in abamectin susceptibility and reproductive performance in P. xylostella. However, direct biochemical evidence for abamectin metabolism by PxUGT33W1, such as its glycosylation, and the mechanistic basis of the observed phenotypes remain to be established."
"pubmed","42697663","10.1016/j.pestbp.2026.107294","Knockout of SfVipR2 confers Vip3Aa resistance in Spodoptera frugiperda with evidence of genetic complementation among non-allelic mutations of SfVipR1, SfVipR2, and SfCHS2.","Pang, Xinru; Zhang, Zheng; Qin, Duo; Bachler, Andreas; Yang, Yihua; Wu, Yidong","Pesticide biochemistry and physiology","2026-09-04","https://pubmed.ncbi.nlm.nih.gov/42697663/","The Vip3Aa protein from Bacillus thuringiensis is widely deployed in transgenic crops to control lepidopteran pests, including the fall armyworm Spodoptera frugiperda, a highly invasive, polyphagous pest of global importance. Loss-of-function mutations in SfVipR1 (a thyroglobulin-like gene) and SfCHS2 (chitin synthase 2) have previously been confirmed to confer high-level, recessive resistance to Vip3Aa in S. frugiperda. A second thyroglobulin-like gene (HaVipR2) has recently been recognized as an important determinant of Vip3Aa resistance in Helicoverpa armigera. In this study, we first confirmed that knockout of SfVipR2 using CRISPR/Cas9 gene editing also confers high-level, recessive resistance to Vip3Aa. Then, three isogenic knockout strains (SfVipR1-KO established previously; and SfVipR2-KO and SfCHS2-KO, newly generated; all in the YJ-19 genetic background) were used to investigate functional relationships among SfVipR1, SfVipR2, and SfCHS2. Reciprocal crosses between any pair of these resistant strains yielded fully susceptible hybrid progeny, demonstrating complete genetic complementation and no epistasis among the non-allelic mutations. Disruption of any of these genes can result in high-level resistance to Vip3Aa, indicating a substantial resistance risk in S. frugiperda and underscoring the need for resistance management tactics such as establishing an adequate proportion of non-Bt host refuges and deploying pyramided crops expressing Vip proteins and Bt proteins with a different mode of action than Vip3Aa (e.g., Cry proteins)."
"pubmed","42697651","10.1016/j.pestbp.2026.107282","CRISPR/Cas9-mediated knockout of CsRDL1 decreases the susceptibility of Chilo suppressalis to cyproflanilide.","Zhou, Jungang; Zang, Ziren; Gao, Hongshuai; Sun, Jinjun; Xu, Lina; Gao, Qiao; He, Hualiang; Ding, Wenbing; Qiu, Lin; Li, Youzhi","Pesticide biochemistry and physiology","2026-09-04","https://pubmed.ncbi.nlm.nih.gov/42697651/","The novel meta-diamide insecticide cyproflanilide represents a promising tool for pest control, yet its precise molecular target remains uncharacterized. The RDL1 encodes a subunit of insect ionotropic GABA receptors (GABAr), which is targeted by meta-diamide pesticides. This study investigated the functional role of the resistance to dieldrin 1 (RDL1) subunit in Chilo suppressalis, a major rice pest, by generating a homozygous CsRDL1 knockout strain (CsRDL1(-/-), lacking 101 bp) via CRISPR/Cas9-mediated gene editing. Bioassay results showed that the CsRDL1(-/-) strain exhibited a 2.67-fold increase in tolerance to cyproflanilide and a 3.08-fold increase to broflanilide, whereas its susceptibility to abamectin and emamectin benzoate, which also act on the CsRDL1 subunit, remained unchanged. These results indicate that knockout of CsRDL1 decreased susceptibility to cyproflanilide and broflanilide, and that the mode of action of these meta-diamides differs from that of abamectin and emamectin benzoate. Meanwhile, the CsRDL1(-/-) strain exhibited significant changes in key biological traits: 3rd-6th instar larval duration shortened by 9.45%, fecundity (eggs per female) reduced by 29.49%, and both pupal duration and female adult longevity were significantly shortened relative to the wild-type population. These findings provide in vivo evidence that CsRDL1 contributes to cyproflanilide susceptibility and plays important roles in development and reproduction in C. suppressalis. This study lays a foundation for further mechanistic studies on the interaction between cyproflanilide and CsRDL1 subunit, and offers insights for the development of insecticides targeting this subunit."
"pubmed","42697642","10.1016/j.pestbp.2026.107264","Field resistance monitoring and nAChR alpha6 target validation support spinetoram as a candidate insecticide for rotation in Nilaparvata lugens resistance management.","Ye, Wen-Nan; Xing, Qi; Chen, Rong-Yu; Zhang, Yan-Chao; Wu, Shun-Fan; Gao, Cong-Fen","Pesticide biochemistry and physiology","2026-09-04","https://pubmed.ncbi.nlm.nih.gov/42697642/","The brown planthopper (BPH), Nilaparvata lugens (Stal), is a major pest threatening rice production in Asia. Severe resistance to commonly used insecticides has become a major challenge for its effective control, highlighting the need for alternative insecticides. In this study, we evaluated the susceptibility of field populations of N. lugens to spinetoram and functionally validated the nicotinic acetylcholine receptor (nAChR) alpha6 subunit, Nlalpha6, as a molecular determinant of spinosyn susceptibility. Resistance monitoring showed that field populations remained highly susceptible to spinetoram despite exhibiting moderate to high resistance to several commonly used insecticides. A homozygous Nlalpha6 knockout strain generated using CRISPR/Cas9 developed high-level resistance to spinosad and spinetoram, with resistance ratios of 554.1 and 357.1, respectively, but did not show broad cross-resistance to nine other nAChR-targeting insecticides. Co-segregation analysis further confirmed tight linkage between Nlalpha6 loss of function and spinosyn resistance. Inheritance analysis showed that spinetoram resistance mediated by Nlalpha6 knockout was autosomal and completely recessive. Transcriptome analysis revealed that Nlalpha6 deficiency was associated with reduced expression of immune defense genes, enrichment of functions related to axonemes and neural processes, and coordinated activation of energy metabolism pathways, suggesting that Nlalpha6 disruption may alter neural homeostasis and energy demand. These results demonstrate that Nlalpha6 is a key subunit mediating spinosyn susceptibility in N. lugens and support spinetoram as a candidate rotation insecticide for resistance management."
"pubmed","42697556","10.1093/jxb/erag438","Maize terpene synthase 8 (ZmTPS8) produces a blend of sesquiterpenes and contributes to defense against pests and pathogens.","Sorg, Ariel; Liu, Hui; Tang, Hoang V; Mendoza, Jorrel; Tran, Kaylee; Mourad, Nadia; Li, Qin-Bao; Tucker, Ethan; Romano, Joseph; Wright, Erin; Willie, Kristen; Wilson, Jennifer R; Ohlson, Erik W; Betts, Alyssa K; Ludwick, Dalton C; Mu, Qi; Basset, Gilles J; Hunter, Charles T; Resende, Marcio F R; Block, Anna K","Journal of experimental botany","2026-09-04","https://pubmed.ncbi.nlm.nih.gov/42697556/","Maize (Zea mays) produces terpenoid-based chemical defenses through a large family of terpene synthases, but the contributions of individual enzymes to specific compounds and stress resistance remain difficult to predict. Maize terpene synthase 8 (ZmTPS8) produces multiple sesquiterpenes in heterologous systems, but its in planta function remains unknown. We integrated a metabolite genome-wide association study (mGWAS), CRISPR/Cas9 generated tps8 loss-of-function mutants, metabolite profiling, and biotic stress assays to define ZmTPS8's role in terpene synthesis and biotic stress responses. The mGWAS identified ZmTPS8 as the primary locus associated with herbivore-induced emission of the sesquiterpene volatile germacrene D. Consistently, ZmTPS8 expression was induced by foliar and root herbivory, and tps8 mutants exhibited reduced emission of germacrene D, alpha-copaene, and delta-cadinene during Spodoptera frugiperda feeding. Loss of ZmTPS8 increased S. frugiperda larval growth but did not affect the belowground herbivore Diabrotica virgifera virgifera. ZmTPS8 also contributed to resistance against sugarcane mosaic virus, and the fungal pathogen Fusarium verticillioides, affecting terpenoid profiles, global metabolism, and fungal toxin production, but had no impact on Cochliobolus heterostrophus or Pythium spp. susceptibility. Together, these results demonstrate that ZmTPS8 contributes to maize defense in a threat-dependent manner, shaping volatile emissions and defense outcomes."
"pubmed","42697518","10.1016/j.fsi.2026.111706","Molecular characterization and functional analysis of septin 8a in rohu (Labeo rohita): insights into immune regulation and developmental roles revealed by CRISPR/Cas9-mediated F0 mutagenesis.","Parida, Lopamudra; Swain, Rajeeb K; Sahoo, Pramoda Kumar","Fish & shellfish immunology","2026-09-04","https://pubmed.ncbi.nlm.nih.gov/42697518/","Septins are conserved GTP-binding cytoskeletal proteins that regulate cytokinesis, membrane dynamics, and innate immunity. Here, we report the first molecular and functional characterization of septin 8a in rohu (Labeo rohita), an economically important Indian major carp. The full-length septin 8a cDNA encodes a 420-amino acid protein containing conserved GTP-binding motifs (G1-G5) belonging to the SEPT6 subgroup with a predicted molecular weight of  approximately 48.98 kDa, hydrophilic character and intracellular localization consistent with cytoskeletal scaffolding. Developmental expression analysis revealed peak transcript abundance at fertilization, suggesting maternal deposition and an early embryogenic role. Tissue profiling showed the highest constitutive expression in gills, kidney, and spleen. The challenge experiments with Aeromonas hydrophila, Argulus siamensis, and the viral mimic poly I:C demonstrated a broad pathogen-induced upregulation, particularly in immune tissues. Administration of generated recombinant septin 8a in vivo activated pro-inflammatory cytokines, antimicrobial enzymes, antioxidant genes, and the MX gene, and conferred 55% relative percent survival against A. hydrophila challenge. Indirect ELISA revealed progressive increase in protein levels within liver and kidney tissues during infection. CRISPR/Cas9-mediated F0 mutagenesis in zebrafish caused developmental delay, morphological abnormalities, and a survival rate of 26%, emphasizing its role during early development. Successful mutagenesis in rohu embryos validated cross-species sgRNA efficacy. Following bacterial challenge, exon 2-edited F0 crispants showed the highest mortality (80%) relative to wild-type controls (53.33%), whereas the mortality in exon 4-edited rohu did not differ from controls. These findings establish septin 8a as a multifunctional immune regulator and developmental factor with potential applications in aquaculture disease management."
"pubmed","42697350","10.1016/j.actatropica.2026.108312","Comet assay analysis of multigenerational genomic instability (F0-F2) in Aedes aegypti exposed to gamma radiation in Sterile Insect Technique.","da Silva, Edvane Borges; de Santana, Samuel Lima; Amaral, Ademir; Santos, Maria Alice Varjal de Melo; Rhode, Claudia; Moura, Marcela Maria Pereira de Lemos Pinto; Magnata, Simey de Souza Leao Pereira; Araujo, Liderlanio de Almeida; Netto, Andre Maciel","Acta tropica","2026-09-04","https://pubmed.ncbi.nlm.nih.gov/42697350/","The use of irradiation in the Sterile Insect Technique (SIT) is a sustainable and environmentally friendly strategy for controlling Aedes aegypti populations by the release of sterile males. However, the potential toxic effects of radiation on mosquito genetic material, as well as the heritability of such damage, remain insufficiently understood. In this study, we evaluated gamma radiation-induced DNA damage (20, 30, 40, and 50 Gy) in male pupae (F0 generation) and assessed the persistence of these effects in subsequent generations (F1 and F2) using the comet assay in hemocytes. In the parental generation, a significant dose-response relationship was observed, with increasing radiation doses associated with higher damage index and damage frequency (p < 0.05). In the F1 generation, both larvae and adults exhibited significantly greater DNA damage than the control group, particularly at doses of 30 and 40 Gy, supporting the inheritance of radiation-induced genomic instability. In the F2 generation, genotoxic effects were attenuated, although residual damage remained detectable in adults, suggesting partial recovery of genomic stability, possibly influenced by DNA repair mechanisms and/or selective pressures. No viable offspring were obtained at 50 Gy, confirming the sterilizing efficacy of higher doses. Integration of comet assay results with micronucleus data and reproductive parameters reinforces the association between DNA damage, mutagenic effects, and reduced fertility. These findings indicate that radiation-induced genotoxic effects may persist beyond the irradiated generation but tend to decline across generations. Overall, this study provides insights into the balance between achieving sterility and preserving biological quality in SIT programs, contributing to optimizing radiation doses and enhancing the safety and efficacy of vector control strategies."
"pubmed","42697299","10.1016/j.ijbiomac.2026.154352","Low-temperature-tolerant Cas12a enables instrument-free detection of fungal pathogens at mushroom cultivation temperatures.","Kong, Fan''ge; Zhang, Yuchong; Zhang, Xin; Zhang, He; Li, Yu; Wang, Jiasi; Wang, Di","International journal of biological macromolecules","2026-09-04","https://pubmed.ncbi.nlm.nih.gov/42697299/","Reliable molecular diagnosis at the point of care remains challenging owning to its dependence on specialized instrumentation and temperature control. However, clustered regularly interspaced short palindromic repeats (CRISPR) and the associated Cas12a protein have shown promise for point-of-care detection. Therefore, an engineered Cas12a variant from Lachnospiraceae bacterium, namely L.b. Cas12a Ultra, was developed. It exhibited markedly enhanced functional stability and low-temperature tolerance, maintaining robust activity across typical mushroom cultivation temperatures (21  degrees C-29  degrees C), compared with wild-type LbaCas12a. By combing this low-temperature-tolerance Cas12a with recombinase-aided amplification (RAA), an instrument-free nucleic acid detection system, termed RAA-CUTE, was established targeting the mushroom cobweb disease pathogen Cladobotryum. This system operates within the typical temperature range for mushroom cultivation. Visualization of RAA-CUTE is achieved using lateral-flow assay strips and fluorescent probes. The method shows high specificity and selectivity in complex sample matrices, with a detection limit of 10 fM and minimal background interference. It also effectively discriminates closely related species through specially designed CRISPR crRNAs, as confirmed in validation assays. This single-tube detection platform provides a sensitive, specific, and field-deployable solution for molecular diagnostics in settings with constrained temperature control and instrumentation, making it a promising tool for on-site crop disease surveillance."
"pubmed","42697177","10.1016/j.prp.2026.156666","Pan-cancer landscape of APEX1 expression and genomic alterations: Associations with clinical outcomes and functional validation in lung cancer.","Kong, Wen-Ping; Ye, Yan; Ren, Yuan-Hui; Lai, Li-Ting","Pathology, research and practice","2026-09-04","https://pubmed.ncbi.nlm.nih.gov/42697177/","This pan-cancer study systematically evaluated APEX1 expression, genomic alteration status, and prognostic value across 13,270 tumors and 2544 normal tissues from TCGA and GTEx. APEX1 overexpression was prominent in bladder, breast, and colon adenocarcinomas and correlated with advanced tumor stages and survival outcomes in a cancer-type-specific manner, with unfavorable associations in selected tumor contexts and an opposite favorable association in KIRC. Low-frequency APEX1 genomic alterations require cautious interpretation and may be associated with adverse outcomes in selected tumor contexts. Statistical methods including t-tests, ANOVA, Cox regression, Benjamini-Hochberg false-discovery rate correction for cohort-wise OS analyses, and log-rank tests were used to correlate APEX1 expression or alteration status with survival outcomes. The findings suggest that APEX1 expression and low-frequency genomic alterations are associated with tumor progression and worse patient outcomes in selected cancer contexts. This study supports APEX1 as a candidate prognostic indicator requiring further validation and suggests its potential value for future clinical stratification research. The pan-cancer approach improves contextual breadth, and the large sample size adds robustness. The observed relevance of APEX1 across malignancies supports further evaluation of its value for risk stratification and treatment planning. Future prospective studies are needed to validate its clinical utility. This work contributes to the growing field of DNA repair-related biomarkers and may inform future studies of APEX1-targeted therapeutic strategies."
"pubmed","42697162","10.1016/j.scr.2026.104092","Two iPSC lines with frameshift mutations in FTSJ1 as models for X-linked non-syndromic intellectual disability.","Edwards, S; Rhode, J; Hagenau, L; Hossain, M F; Sura, T; Tzvetkova, A; Nowack, B; Jensen, L R; Kuss, A W","Stem cell research","2026-09-04","https://pubmed.ncbi.nlm.nih.gov/42697162/","CRISPR/Cas9 was used to introduce two different FTSJ1 frameshift mutations into an existing human male iPSC line (UMGWi004-B). No additional genomic or chromosomal changes were detected. The modified iPSC express different stem cell markers and can be induced to differentiate into cells from all three germ layers. FTSJ1 is ubiquitously expressed and mutations in this X-chromosomal gene are involved in an intellectual developmental disorder (OMIM: #309549). These cells can be used to model the disease at the cellular and organoid level in their original state or after differentiation into cell types of interest."
"pubmed","42696954","10.1016/j.talanta.2026.130574","A single-tube dual-channel CRISPR platform for genotyping of waterfowl reoviruses.","Zhang, Jiahao; Liu, Guocheng; Yu, Shumin; Chen, Zhen; Yuan, Zonghao; Zhang, Jie; Hu, Jingdong; Diao, Youxiang; Tang, Yi; He, Dalin","Talanta","2026-09-04","https://pubmed.ncbi.nlm.nih.gov/42696954/","Waterfowl reovirus (WRVs) includes two genotypes, Genotype I (Muscovy duck reovirus, MDRV) and Genotype II (novel duck reovirus, NDRV). They have the same clinical manifestations, but different pathogenicity, and can co-infect individual hosts, resulting in diagnostic ambiguity that cannot be solved by single-target detection. Here, we report a single-tube dual-channel platform coupling recombinase polymerase amplification (RPA) with orthogonal CRISPR effectors: LbCas12a targeting the conserved S4 gene of MDRV via a ROX-labeled ssDNA reporter, and LwaCas13a targeting the S1 gene of NDRV via a FAM-labeled ssRNA reporter. The integrated format enables simultaneous genotypic differentiation within 30 min at isothermal temperatures, producing exclusive ROX-channel signal for MDRV, exclusive FAM-channel signal for NDRV, and concurrent dual-channel signal for co-infected samples, with no cross-channel interference (p > 0.05). The assay achieved a limit of detection of 1 copy/muL for both targets with no cross-reactivity against four co-circulating waterfowl pathogens. An ImageJ-based RGB quantification standard enables equipment-minimal visual classification of all four diagnostic outcomes. Clinical evaluation of 133 field specimens yielded complete concordance (100%) with qPCR, correctly identifying 15 MDRV-positive, 67 NDRV-positive, 8 co-infected, and 43 negative cases. This platform provides a validated, equipment-minimal tool for concurrent WRV genotyping and field surveillance."
"pubmed","42696818","10.1016/j.bios.2026.119177","Mosaic switch for PAM-free and one-pot CRISPR/Cas12a detection.","Zhang, Shiyin; Xie, Siying; Wang, Jin; Zhang, Xiaomin; Cai, Ying; Lai, Xingyan; Min, Nan; Qu, Jing; Peng, Bo; Li, Tingdong; Zhang, Jun; Yang, Dahou; Shi, Xiaolu; Xia, Ningshao; Ge, Shengxiang","Biosensors & bioelectronics","2026-09-04","https://pubmed.ncbi.nlm.nih.gov/42696818/","CRISPR/Cas12a combined with nucleic acid amplification enables highly specific and sensitive detection. However, its broader deployment is constrained by protospacer adjacent motif (PAM) dependence, multistep workflows, and limited reagent practicality. Here, we identify a PAM-independent Cas12a activator, termed mosaic DNA, which exhibits structural features intermediate between single-stranded DNA (ssDNA) and double-stranded DNA (dsDNA). Building on this finding, we develop a PAM-independent mosaic switch triggered by a solid-liquid phase transition, thereby addressing these limitations within a single platform. Distinct from previous reports, our experiments show that this activator is generated prior to the digestion of dsDNA into ssDNA by the lambda exonuclease, forming the basis of lambda exonuclease-driven Cas12a activation, a process we refer to as the mosaic switch. Mosaic switch can detect arbitrary dsDNA with sensitivity comparable to that of PAM-containing dsDNA, and maintain single-nucleotide discrimination. Lyophilizing mosaic switch reagents and encapsulating them in paraffin improve stability and usability, which also enables straightforward one-pot integration with recombinase polymerase amplification (RPA) via a solid-liquid phase transition. Applied directly to 58 extraction-free mpox clinical samples, this platform showed complete concordance (100%) with quantitative PCR. This CRISPR/Cas12a platform maintains analytical performance while broadening the range of targets, simplifying the workflow, and enhancing reagent practicality, showing great potential for clinical deployment."
"pubmed","42696756","10.1093/mmy/myag094","A new MRR1 gain-of-function mutation involved in cross-resistance to antifungal agents in the fungal priority pathogen Candida parapsilosis.","Cadeau, Manon; de Lima, Jose Rivaldo; Marcela-Sabou, Alina; Robert, Estelle; Pape, Patrice Le; Ourliac-Garnier, Isabelle; Morio, Florent","Medical mycology","2026-09-04","https://pubmed.ncbi.nlm.nih.gov/42696756/","OBJECTIVES: Candida parapsilosis is a leading cause of invasive candidiasis globally, with rising reports of fluconazole resistance threatening its clinical management. Among the mechanisms involved, gain-of-function mutations in the MRR1 gene have emerged as key drivers of antifungal resistance. We aimed to investigate a novel amino acid substitution (G982E) in the Mrr1 zinc cluster transcription factor, identified in a fluconazole-resistant C. parapsilosis isolate from a patient exposed to fluconazole. METHODS: Using CRISPR-Cas9 genome editing, we introduced the G982E variant into two fluconazole-susceptible C. parapsilosis genetic backgrounds. The antifungal susceptibility of the engineered mutants was assessed in vitro against a broad panel of systemic antifungal agents. A Galleria mellonella infection model was also used to evaluate the impact of the G982E variant on antifungal treatment efficacy and virulence in vivo. RESULTS: Acquisition of the G982E substitution dramatically altered the antifungal susceptibility profile, particularly for fluconazole for which the MIC increased to >256 microg/mL. However, the magnitude of the MIC increase varied by azole, with the greatest increase seen for fluconazole (>9-10-fold), followed by voriconazole (5-fold), isavuconazole (3-fold), but also flucytosine (1.5-fold). In contrast, susceptibility to posaconazole remained largely unchanged. In vivo, this new variant conferred fluconazole treatment failure but was associated with a significant reduction in virulence. CONCLUSIONS: The G982E is a novel Mrr1 gain-of-function mutation driving high-level fluconazole resistance in C. parapsilosis. These findings reinforce the central role of Mrr1 in antifungal resistance, underscore the functional diversity of its mutational landscape, with potential implications for fungal fitness and transcriptional regulation."
"pubmed","42696519","10.1080/15376516.2026.2726973","Molecular insights and translational potential of ferulic acid in radiation protection.","Gnanasekaran, Tamizh Selvan","Toxicology mechanisms and methods","2026-09-04","https://pubmed.ncbi.nlm.nih.gov/42696519/","Ferulic acid, a common dietary phenolic abundant in plant cell walls, has been identified as a potential drug candidate with radiation-protective effects in experimental models. This review summarizes new developments regarding the molecular mechanisms, experimental models and translational potential of ferulic acid-induced radioprotection. Mechanistically, ferulic acid attenuates ionizing radiation-induced damage by scavenging free radicals, inhibiting lipid peroxidation, maintaining mitochondrial fitness, modulating inflammation signaling pathways and upregulating endogenous antioxidant systems partially through nuclear translocation of the Nrf2 pathway. Preclinical studies across in vitro (human and animal cell lines), ex vivo (human blood chromosomal aberration, micronucleus, and gamma-H2AX assays), and in vivo rodent models consistently show that ferulic acid reduces DNA damage and chromosomal alterations, supports cell survival pathways, and, in some conditions, enhances DNA repair, translating into improved tissue histology, hematopoietic recovery, and post-irradiation survival. Despite promising efficacy signals, there are still issues with pharmacokinetics, optimal dosing schedules, long-term safety/adverse events, and bioavailability in humans. This review discusses the priority directions for translation: (1) systematic pharmacokinetic and toxicology profiling, (2) discovery of ferulic acid derivatives and delivery systems (e.g. nanoparticles, prodrugs) that facilitate tissue targeting, and (3) rigorous clinical trials in prophylactic and post-exposure settings, with combination strategies involving established radioprotectors. Bridging preclinical mechanistic insights with rigorous clinical evaluation could position ferulic acid as a safe, low-cost, and widely accessible radioprotective adjunct suitable for both medical and occupational applications."
"pubmed","42696478","10.1021/acssensors.6c01998","Incorporating CRISPR Techniques with Electrochemical Sensors: From Signal-Off to Signal-On Assays.","Yang, Chenyang; Hu, Jianyu; Zhang, Hongquan; Le, X Chris","ACS sensors","2026-09-04","https://pubmed.ncbi.nlm.nih.gov/42696478/","Electrochemical biosensors integrating the programmable nucleic acid recognition of CRISPR systems with the low-cost and portable electrochemical transduction have emerged as powerful sensing platforms for molecular diagnostics. Early designs mainly relied on turn-off signal transduction, where target-activated CRISPR enzymes cleave probes conjugated to the electrode, resulting in the release of redox reporters from the electrode surface and the consequent signal decrease. Although conceptually straightforward, these turn-off sensors are intrinsically limited by high background, low sensitivity, and large signal variations. To address these limitations, recent efforts have increasingly shifted toward turn-on strategies, in which electrochemical signals are generated in response to target binding. This review highlights recent advances in applying CRISPR technology to electrochemical biosensing, with a focus on the design principles of CRISPR systems and molecular assembly to achieve turn-off and turn-on signal transduction. Nanomaterials, DNA nanotechnology, and amplification strategies facilitate emerging turn-on approaches for sensitive electrochemical sensing. Key challenges and research needs include improving the limit of detection, robustness, and applicability to point-of-care and on-site testing. This review emphasizes the importance of signal-transduction designs and provides perspectives for developing sensitive, specific, and practical CRISPR-based electrochemical biosensors."
"pubmed","42696150","10.1007/s00299-026-03956-w","Advances in CRISPR multiplex gene editing to map and modify stress-responsive transcription factor networks for crop improvement.","Sharma, Nitya Nandan; Kumari, Anjali; Vashisht, Ira; Sharma, Manoj Kumar","Plant cell reports","2026-09-04","https://pubmed.ncbi.nlm.nih.gov/42696150/","The development of CRISPR multiplex genome-editing (MGE) tools is rapidly transforming plant functional genomics and accelerating crop improvements. By simultaneously targeting two or more DNA loci, it allows scientists to precisely edit multiple genes at the single-nucleotide level, within the target genome. Simultaneous manipulation of multiple targets has revolutionized the functional elucidation studies, particularly the dissection of complex genetic pathways. Due to its superior precision and feasibility, CRISPR-MGE is widely accepted and has largely replaced alternative editing tools such as TALENs and ZFNs. Several CRISPR-MGE strategies, including the use of individual expression cassettes, tRNA-processing enzymes, Csy4 or ribozymes, have been successfully deployed in plants. Recent advancements, such as Cpf1, transgene-free methods, or ultra-multiplexing approaches, have further refined the technology into a powerful, efficient, and robust toolkit. MGE enables complex genome editing, including multiple-gene knockouts, base alterations, transcriptional regulation, metabolic engineering, or their combinations. Consequently, it is ideal for elucidating the function of transcription factors that are key molecular players in regulating diverse plant responses, especially in stress pathways. Several stress-responsive TFs have been functionally characterized via CRISPR-MGE, and more advanced tools are being employed. This review evaluates multiplexing tools, their diverse applications, and the current progress toward developing advanced MGE tools. Ultimately, we provide evidence to encourage the use of advanced MGE tools for functional characterization studies of stress-responsive TFs, thereby highlighting their potential to accelerate crop improvement."
